  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  1.5600e-12           40.89668538            0.00000000       12196.21279841         -619.71481507        11576.49798334 
  1.5620e-12           40.89886469      2548179.12510280       12196.86271382         -621.01967945        11575.84303437 
  1.5640e-12           40.90041094      2491875.83525415       12197.32383620         -621.94728052        11575.37655568 
  1.5660e-12           40.90119525      7621215.79498425       12197.55773157         -622.42025911        11575.13747246 
  1.5680e-12           40.90109977            0.00000000       12197.52925719         -622.36776766        11575.16148953 
  1.5700e-12           40.90002391            0.00000000       12197.20841648         -621.72922273        11575.47919375 
  1.5720e-12           40.89790704            0.00000000       12196.57712130         -620.46788760        11576.10923370 
  1.5740e-12           40.89473945            0.00000000       12195.63248211         -618.57753044        11577.05495166 
  1.5760e-12           40.89057309            0.00000000       12194.38998998         -616.08888451        11578.30110547 
  1.5780e-12           40.88552675            0.00000000       12192.88507138         -613.07286060        11579.81221077 
  1.5800e-12           40.87978337            0.00000000       12191.17228113         -609.63901615        11581.53326498 
  1.5820e-12           40.87357755            0.00000000       12189.32157867         -605.92813092        11583.39344775 
  1.5840e-12           40.86717293            0.00000000       12187.41159229         -602.09865854        11585.31293375 
  1.5860e-12           40.86083168      2520911.70821049       12185.52050571         -598.30830377        11587.21220194 
  1.5880e-12           40.85478096            0.00000000       12183.71606024         -594.69373875        11589.02232150 
  1.5900e-12           40.84918295            0.00000000       12182.04662168         -591.35243370        11590.69418798 
  1.5920e-12           40.84411663            0.00000000       12180.53574137         -588.33156579        11592.20417558 
  1.5940e-12           40.83957534            0.00000000       12179.18143905         -585.62654575        11593.55489330 
  1.5960e-12           40.83548165            0.00000000       12177.96061744         -583.19000284        11594.77061461 
  1.5980e-12           40.83171554            0.00000000       12176.83748867         -580.94893257        11595.88855610 
  1.6000e-12           40.82814919            0.00000000       12175.77393121         -578.82574271        11596.94818850 
  1.6020e-12           40.82468020      7545475.88452862       12174.73940725         -576.75835760        11597.98104965 
  1.6040e-12           40.82125722            0.00000000       12173.71860825         -574.71565857        11599.00294968 
  1.6060e-12           40.81789199            0.00000000       12172.71502877         -572.70465275        11600.01037601 
  1.6080e-12           40.81466132            0.00000000       12171.75157775         -570.77161710        11600.97996065 
  1.6100e-12           40.81169649      2660015.81320936       12170.86740470         -568.99561378        11601.87179092 
  1.6120e-12           40.80916580            0.00000000       12170.11270233         -567.47793786        11602.63476447 
  1.6140e-12           40.80725145            0.00000000       12169.54180461         -566.32816269        11603.21364192 
  1.6160e-12           40.80612896      2474355.16793720       12169.20705568         -565.65175241        11603.55530327 
  1.6180e-12           40.80594784            0.00000000       12169.15304170         -565.53843798        11603.61460373 
  1.6200e-12           40.80681723            0.00000000       12169.41231249         -566.05361709        11603.35869540 
  1.6220e-12           40.80879873      2414795.40630585       12170.00323374         -567.23406032        11602.76917343 
  1.6240e-12           40.81190576            0.00000000       12170.92981301         -569.08760339        11601.84220962 
  1.6260e-12           40.81610482            0.00000000       12172.18205924         -571.59393276        11600.58812647 
  1.6280e-12           40.82132610      2450548.76613972       12173.73914796         -574.71099237        11599.02815559 
  1.6300e-12           40.82747366            0.00000000       12175.57247373         -578.38115926        11597.19131447 
  1.6320e-12           40.83443160            0.00000000       12177.64747024         -582.53493813        11595.11253211 
  1.6340e-12           40.84207703            0.00000000       12179.92749370         -587.09875975        11592.82873395 
  1.6360e-12           40.85028605            0.00000000       12182.37558547         -591.99851680        11590.37706867 
  1.6380e-12           40.85893870            0.00000000       12184.95598002         -597.16257339        11587.79340663 
  1.6400e-12           40.86792207      2438881.83772565       12187.63500128         -602.52354084        11585.11146043 
  1.6420e-12           40.87713166            0.00000000       12190.38148673         -608.01910481        11582.36238193 
  1.6440e-12           40.88647124      1971266.43225760       12193.16673778         -613.59190540        11579.57483238 
  1.6460e-12           40.89587445            0.00000000       12195.97096339         -619.20240907        11576.76855432 
  1.6480e-12           40.90523791            0.00000000       12198.76333592         -624.78900407        11573.97433185 
  1.6500e-12           40.91448640            0.00000000       12201.52141926         -630.30685377        11571.21456549 
  1.6520e-12           40.92355001            0.00000000       12204.22437159         -635.71429800        11568.51007360 
  1.6540e-12           40.93236374            0.00000000       12206.85280228         -640.97256697        11565.88023531 
  1.6560e-12           40.94086720            0.00000000       12209.38870542         -646.04565057        11563.34305485 
  1.6580e-12           40.94900466            0.00000000       12211.81545765         -650.90029698        11560.91516067 
  1.6600e-12           40.95672514            0.00000000       12214.11786045         -655.50610044        11558.61176001 
  1.6620e-12           40.96398268            0.00000000       12216.28220564         -659.83563512        11556.44657052 
  1.6640e-12           40.97073655            0.00000000       12218.29634490         -663.86459622        11554.43174868 
  1.6660e-12           40.97695144            0.00000000       12220.14974856         -667.57191897        11552.57782960 
  1.6680e-12           40.98259759            0.00000000       12221.83354419         -670.93985632        11550.89368787 
  1.6700e-12           40.98765086            0.00000000       12223.34053056         -673.95400696        11549.38652360 
  1.6720e-12           40.99209267      9631230.23387952       12224.66516740         -676.60329423        11548.06187318 
  1.6740e-12           40.99593040            0.00000000       12225.80965748         -678.89213425        11546.91752323 
  1.6760e-12           40.99913576      2296083.41633289       12226.76556076         -680.80364815        11545.96191261 
  1.6780e-12           41.00170629            0.00000000       12227.53214240         -682.33637290        11545.19576950 
  1.6800e-12           41.00364389      3741862.61136787       12228.10997535         -683.49146018        11544.61851517 
  1.6820e-12           41.00495610      2381023.74722819       12228.50130267         -684.27340062        11544.22790205 
  1.6840e-12           41.00565411            0.00000000       12228.70946092         -684.68887032        11544.02059060 
  1.6860e-12           41.00575401            0.00000000       12228.73925552         -684.74748205        11543.99177348 
  1.6880e-12           41.00527644      8935579.80068308       12228.59683395         -684.46153222        11544.13530173 
  1.6900e-12           41.00425305            0.00000000       12228.29163800         -683.84990660        11544.44173140 
  1.6920e-12           41.00270649            0.00000000       12227.83042311         -682.92612086        11544.90430225 
  1.6940e-12           41.00066999      2347965.13197909       12227.22309759         -681.71000026        11545.51309733 
  1.6960e-12           40.99818076            0.00000000       12226.48075785         -680.22375184        11546.25700601 
  1.6980e-12           40.99527889      2203858.75950288       12225.61536242         -678.49131381        11547.12404862 
  1.7000e-12           40.99200851      2312359.58909598       12224.64006961         -676.53903155        11548.10103806 
  1.7020e-12           40.98841365            0.00000000       12223.56801171         -674.39320601        11549.17480570 
  1.7040e-12           40.98454035            0.00000000       12222.41291416         -672.08133089        11550.33158327 
  1.7060e-12           40.98043460      2402975.42506991       12221.18849674         -669.63089279        11551.55760395 
  1.7080e-12           40.97614115            0.00000000       12219.90810619         -667.06863328        11552.83947291 
  1.7100e-12           40.97170224            0.00000000       12218.58433391         -664.41978045        11554.16455347 
  1.7120e-12           40.96715648            0.00000000       12217.22869583         -661.70740448        11555.52129135 
  1.7140e-12           40.96253788      2379156.76609143       12215.85133756         -658.95182434        11556.89951321 
  1.7160e-12           40.95787611     11397428.22048547       12214.46110431         -656.17074466        11558.29035966 
  1.7180e-12           40.95320627            0.00000000       12213.06846315         -653.38509866        11559.68336450 
  1.7200e-12           40.94853247            0.00000000       12211.67464200         -650.59732697        11561.07731503 
  1.7220e-12           40.94386677            0.00000000       12210.28323650         -647.81459250        11562.46864400 
  1.7240e-12           40.93921657            0.00000000       12208.89645478         -645.04127323        11563.85518155 
  1.7260e-12           40.93458555      2301512.42041459       12207.51539038         -642.27951196        11565.23587842 
  1.7280e-12           40.92997516      4640119.68260934       12206.14048007         -639.53013605        11566.61034402 
  1.7300e-12           40.92538542            0.00000000       12204.77172828         -636.79311002        11567.97861826 
  1.7320e-12           40.92081425      6944990.35513476       12203.40851244         -634.06714925        11569.34136319 
  1.7340e-12           40.91626214            0.00000000       12202.05098311         -631.35252217        11570.69846094 
  1.7360e-12           40.91172881            0.00000000       12200.69905176         -628.64902678        11572.05002498 
  1.7380e-12           40.90721690            0.00000000       12199.35350846         -625.95822614        11573.39528233 
  1.7400e-12           40.90273137            0.00000000       12198.01583578         -623.28307538        11574.73276040 
  1.7420e-12           40.89827978      2259093.24083244       12196.68828024         -620.62806348        11576.06021676 
  1.7440e-12           40.89387333            0.00000000       12195.37419026         -617.99988742        11577.37430283 
  1.7460e-12           40.88952381            0.00000000       12194.07707501         -615.40556795        11578.67150706 
  1.7480e-12           40.88524655      2038363.50774979       12192.80151104         -612.85426028        11579.94725076 
  1.7500e-12           40.88106364      6920729.51821846       12191.55408127         -610.35912944        11581.19495183 
  1.7520e-12           40.87699151      2193502.67526031       12190.33969049         -607.92997827        11582.40971222 
  1.7540e-12           40.87305321            0.00000000       12189.16521267         -605.58053943        11583.58467324 
  1.7560e-12           40.86927326            0.00000000       12188.03795370         -603.32539909        11584.71255460 
  1.7580e-12           40.86568039      2199757.39399613       12186.96648713         -601.18166850        11585.78481863 
  1.7600e-12           40.86230798            0.00000000       12185.96076726         -599.16921276        11586.79155451 
  1.7620e-12           40.85919305      2250137.59913010       12185.03183292         -597.31006442        11587.72176850 
  1.7640e-12           40.85638712      2192878.33396523       12184.19504845         -595.63491492        11588.56013353 
  1.7660e-12           40.85394222            0.00000000       12183.46592883         -594.17477566        11589.29115318 
  1.7680e-12           40.85190495            0.00000000       12182.85837509         -592.95746313        11589.90091195 
  1.7700e-12           40.85033767      2142017.02430176       12182.39098050         -592.02022074        11590.37075976 
  1.7720e-12           40.84930793      7044079.05009578       12182.08389223         -591.40344826        11590.68044398 
  1.7740e-12           40.84888302            0.00000000       12181.95717554         -591.14742682        11590.80974872 
  1.7760e-12           40.84912865            0.00000000       12182.03042649         -591.29153870        11590.73888779 
  1.7780e-12           40.85010322      4313626.79385060       12182.32106357         -591.87082516        11590.45023841 
  1.7800e-12           40.85185664            0.00000000       12182.84396967         -592.91524591        11589.92872376 
  1.7820e-12           40.85441419            0.00000000       12183.60668076         -594.44002813        11589.16665263 
  1.7840e-12           40.85778412            0.00000000       12184.61166080         -596.45019189        11588.16146891 
  1.7860e-12           40.86195169      3094251.81860944       12185.85451605         -598.93696335        11586.91755270 
  1.7880e-12           40.86688124            0.00000000       12187.32460630         -601.87899417        11585.44561213 
  1.7900e-12           40.87251104            0.00000000       12189.00352446         -605.23933069        11583.76419376 
  1.7920e-12           40.87876372            0.00000000       12190.86820067         -608.97164260        11581.89655808 
  1.7940e-12           40.88554885            0.00000000       12192.89166082         -613.02176619        11579.86989463 
  1.7960e-12           40.89276834            0.00000000       12195.04465957         -617.33099741        11577.71366217 
  1.7980e-12           40.90032200            0.00000000       12197.29731196         -621.83937747        11575.45793448 
  1.8000e-12           40.90811237      2101166.96108023       12199.62055728         -626.48863617        11573.13192111 
  1.8020e-12           40.91605010      2117073.63157924       12201.98774611         -631.22537292        11570.76237318 
  1.8040e-12           40.92405363            0.00000000       12204.37456124         -636.00089863        11568.37366260 
  1.8060e-12           40.93205197            0.00000000       12206.75982488         -640.77284431        11565.98698056 
  1.8080e-12           40.93998692            0.00000000       12209.12618854         -645.50653214        11563.61965640 
  1.8100e-12           40.94781193      6412027.58556122       12211.45976389         -650.17422742        11561.28553647 
  1.8120e-12           40.95549357            0.00000000       12213.75058246         -654.75604885        11558.99453362 
  1.8140e-12           40.96300327            0.00000000       12215.99012402         -659.23501771        11556.75510631 
  1.8160e-12           40.97032299            0.00000000       12218.17301286         -663.60044487        11554.57256799 
  1.8180e-12           40.97744145            0.00000000       12220.29587912         -667.84564966        11552.45022946 
  1.8200e-12           40.98435265            0.00000000       12222.35693810         -671.96711633        11550.38982177 
  1.8220e-12           40.99105462            0.00000000       12224.35560061         -675.96371376        11548.39188685 
  1.8240e-12           40.99754822            0.00000000       12226.29212392         -679.83599710        11546.45612682 
  1.8260e-12           41.00383614            0.00000000       12228.16730710         -683.58559860        11544.58170851 
  1.8280e-12           41.00992199      6566318.12617625       12229.98223098         -687.21470791        11542.76752307 
  1.8300e-12           41.01581054      2158071.40074656       12231.73831455         -690.72618531        11541.01212925 
  1.8320e-12           41.02150584            0.00000000       12233.43676509         -694.12246233        11539.31430276 
  1.8340e-12           41.02700903            0.00000000       12235.07792893         -697.40424375        11537.67368518 
  1.8360e-12           41.03232161            0.00000000       12236.66224621         -700.57241740        11536.08982882 
  1.8380e-12           41.03744365            0.00000000       12238.18974262         -703.62703814        11534.56270448 
  1.8400e-12           41.04237374            0.00000000       12239.65999359         -706.56725676        11533.09273684 
  1.8420e-12           41.04710891            0.00000000       12241.07211589         -709.39130360        11531.68081229 
  1.8440e-12           41.05164471            0.00000000       12242.42478264         -712.09651931        11530.32826334 
  1.8460e-12           41.05597532            0.00000000       12243.71625764         -714.67942396        11529.03683368 
  1.8480e-12           41.06009371            0.00000000       12244.94444430         -717.13581567        11527.80862863 
  1.8500e-12           41.06399184            0.00000000       12246.10694485         -719.46088948        11526.64605537 
  1.8520e-12           41.06766088      2089930.32222040       12247.20112559         -721.64936836        11525.55175723 
  1.8540e-12           41.07109178      2238997.81900802       12248.22428990         -723.69584966        11524.52844024 
  1.8560e-12           41.07427462            0.00000000       12249.17347594         -725.59440073        11523.57907521 
  1.8580e-12           41.07719937      8665160.71899213       12250.04569645         -727.33903868        11522.70665777 
  1.8600e-12           41.07987671            0.00000000       12250.84413198         -728.93611696        11521.90801502 
  1.8620e-12           41.08227665      4705849.22139655       12251.55984367         -730.36775053        11521.19209314 
  1.8640e-12           41.08439547            0.00000000       12252.19171558         -731.63170070        11520.56001489 
  1.8660e-12           41.08621947            0.00000000       12252.73566993         -732.71980532        11520.01586461 
  1.8680e-12           41.08774099            0.00000000       12253.18941749         -733.62747931        11519.56193818 
  1.8700e-12           41.08895328      3069511.57345078       12253.55094826         -734.35069576        11519.20025249 
  1.8720e-12           41.08985096            0.00000000       12253.81865361         -734.88623005        11518.93242356 
  1.8740e-12           41.09042942            0.00000000       12253.99116134         -735.23132974        11518.75983160 
  1.8760e-12           41.09068577            0.00000000       12254.06760987         -735.38426305        11518.68334682 
  1.8780e-12           41.09061879            0.00000000       12254.04763594         -735.34429413        11518.70334180 
  1.8800e-12           41.09022915            0.00000000       12253.93143852         -735.11181122        11518.81962730 
  1.8820e-12           41.08951963            0.00000000       12253.71984515         -734.68845953        11519.03138562 
  1.8840e-12           41.08849533      2135510.53467535       12253.41437805         -734.07727397        11519.33710408 
  1.8860e-12           41.08716416            0.00000000       12253.01739501         -733.28296165        11519.73443335 
  1.8880e-12           41.08553621            0.00000000       12252.53190869         -732.31154125        11520.22036744 
  1.8900e-12           41.08362471            0.00000000       12251.96186017         -731.17089095        11520.79096923 
  1.8920e-12           41.08144578      6361316.13187074       12251.31206048         -729.87063259        11521.44142790 
  1.8940e-12           41.07901884      2109195.35643188       12250.58829722         -728.42234582        11522.16595140 
  1.8960e-12           41.07636532            0.00000000       12249.79696582         -726.83883146        11522.95813436 
  1.8980e-12           41.07350940      1531428.41397446       12248.94527323         -725.13451945        11523.81075379 
  1.9000e-12           41.07048944            0.00000000       12248.04466042         -723.33231413        11524.71234629 
  1.9020e-12           41.06732098            0.00000000       12247.09976081         -721.44151046        11525.65825035 
  1.9040e-12           41.06403252            0.00000000       12246.11907525         -719.47914342        11526.63993183 
  1.9060e-12           41.06065248            0.00000000       12245.11108178         -717.46220592        11527.64887586 
  1.9080e-12           41.05720832            0.00000000       12244.08396303         -715.40710157        11528.67686146 
  1.9100e-12           41.05372553            0.00000000       12243.04532429         -713.32907838        11529.71624592 
  1.9120e-12           41.05022675      6317608.45941827       12242.00191967         -711.24167845        11530.76024121 
  1.9140e-12           41.04673118            0.00000000       12240.95946995         -709.15637140        11531.80309855 
  1.9160e-12           41.04325319      1137764.76160356       12239.92226429         -707.08175556        11532.84050873 
  1.9180e-12           41.03980401            0.00000000       12238.89364883         -705.02453393        11533.86911490 
  1.9200e-12           41.03638680      2083228.33075118       12237.87456612         -702.98659253        11534.88797359 
  1.9220e-12           41.03300111            0.00000000       12236.86488608         -700.96766271        11535.89722336 
  1.9240e-12           41.02964156      2078237.54522628       12235.86300050         -698.96451143        11536.89848907 
  1.9260e-12           41.02629834      2080046.67274162       12234.86598768         -696.97127229        11537.89471539 
  1.9280e-12           41.02295773            0.00000000       12233.86974816         -694.97971942        11538.89002874 
  1.9300e-12           41.01960273            0.00000000       12232.86921991         -692.97970007        11539.88951984 
  1.9320e-12           41.01621392            0.00000000       12231.85861079         -690.95960177        11540.89900902 
  1.9340e-12           41.01277015            0.00000000       12230.83160739         -688.90677170        11541.92483568 
  1.9360e-12           41.00924916      1950113.98598906       12229.78157872         -686.80792537        11542.97365335 
  1.9380e-12           41.00563140            0.00000000       12228.70269018         -684.65137504        11544.05131514 
  1.9400e-12           41.00189111            0.00000000       12227.58726065         -682.42174387        11545.16551678 
  1.9420e-12           40.99800614            0.00000000       12226.42868528         -680.10581100        11546.32287428 
  1.9440e-12           40.99395518            0.00000000       12225.22060755         -677.69085462        11547.52975293 
  1.9460e-12           40.98971804            0.00000000       12223.95700631         -675.16482468        11548.79218162 
  1.9480e-12           40.98527592      6214393.85226614       12222.63227554         -672.51650091        11550.11577463 
  1.9500e-12           40.98061176            0.00000000       12221.24133183         -669.73570593        11551.50562590 
  1.9520e-12           40.97571038      2043213.05546190       12219.77964189         -666.81335865        11552.96628324 
  1.9540e-12           40.97055963            0.00000000       12218.24358218         -663.74219182        11554.50139036 
  1.9560e-12           40.96514925            0.00000000       12216.63010005         -660.51607288        11556.11402717 
  1.9580e-12           40.95947326            0.00000000       12214.93740446         -657.13138420        11557.80602026 
  1.9600e-12           40.95353024            0.00000000       12213.16507743         -653.58724542        11559.57783201 
  1.9620e-12           40.94732450            0.00000000       12211.31440178         -649.88616909        11561.42823269 
  1.9640e-12           40.94086733            0.00000000       12209.38874415         -646.03482798        11563.35391616 
  1.9660e-12           40.93417844            0.00000000       12207.39398202         -642.04491197        11565.34907005 
  1.9680e-12           40.92728746      3575864.87223212       12205.33895299         -637.93403092        11567.40492207 
  1.9700e-12           40.92024056            0.00000000       12203.23742611         -633.72966386        11569.50776224 
  1.9720e-12           40.91308617            0.00000000       12201.10384472         -629.46065334        11571.64319138 
  1.9740e-12           40.90589148            0.00000000       12198.95824363         -625.16704917        11573.79119446 
  1.9760e-12           40.89873738            0.00000000       12196.82474528         -620.89711126        11575.92763402 
  1.9780e-12           40.89171776            0.00000000       12194.73135567         -616.70691035        11578.02444532 
  1.9800e-12           40.88493780            0.00000000       12192.70943369         -612.65927234        11580.05016135 
  1.9820e-12           40.87851088            0.00000000       12190.79279849         -608.82199289        11581.97080560 
  1.9840e-12           40.87255449      8049350.72865079       12189.01648153         -605.26533380        11583.75114773 
  1.9860e-12           40.86718544      1993145.43985476       12187.41532437         -602.05920261        11585.35612176 
  1.9880e-12           40.86251332            0.00000000       12186.02200345         -599.26917894        11586.75282452 
  1.9900e-12           40.85863450            0.00000000       12184.86526140         -596.95294986        11587.91231154 
  1.9920e-12           40.85562817            0.00000000       12183.96871329         -595.15789599        11588.81081729 
  1.9940e-12           40.85355199            0.00000000       12183.34955642         -593.91849085        11589.43106557 
  1.9960e-12           40.85244009      6028388.21460496       12183.01796639         -593.25508326        11589.76288313 
  1.9980e-12           40.85230370            0.00000000       12182.97728964         -593.17428565        11589.80300399 
  2.0000e-12           40.85313107      1987340.80721072       12183.22402997         -593.66896234        11589.55506763 
  2.0020e-12           40.85489386            0.00000000       12183.74972872         -594.72201352        11589.02771519 
  2.0040e-12           40.85754843            0.00000000       12184.54137326         -596.30721962        11588.23415364 
  2.0060e-12           40.86104318            0.00000000       12185.58358031         -598.39363354        11587.18994677 
  2.0080e-12           40.86532235      5424430.64395680       12186.85971216         -600.94783334        11585.91187882 
  2.0100e-12           40.87033309      1985390.94845149       12188.35401617         -603.93821370        11584.41580247 
  2.0120e-12           40.87601833            0.00000000       12190.04947063         -607.33068220        11582.71878843 
  2.0140e-12           40.88232749            0.00000000       12191.93098898         -611.09506534        11580.83592364 
  2.0160e-12           40.88921424      1957833.50562984       12193.98475433         -615.20377008        11578.78098425 
  2.0180e-12           40.89663591            0.00000000       12196.19804498         -619.63142413        11576.56662085 
  2.0200e-12           40.90455053            0.00000000       12198.55834586         -624.35308641        11574.20525945 
  2.0220e-12           40.91291632            0.00000000       12201.05319177         -629.34392102        11571.70927075 
  2.0240e-12           40.92168901      5942677.25142584       12203.66938423         -634.57761914        11569.09176509 
  2.0260e-12           40.93082020            0.00000000       12206.39248833         -640.02538270        11566.36710563 
  2.0280e-12           40.94025476      5991594.54143839       12209.20606269         -645.65437679        11563.55168590 
  2.0300e-12           40.94993532            0.00000000       12212.09299911         -651.43040433        11560.66259477 
  2.0320e-12           40.95978777            0.00000000       12215.03119842         -657.30925678        11557.72194164 
  2.0340e-12           40.96973545            0.00000000       12217.99779625         -663.24516770        11554.75262855 
  2.0360e-12           40.97969551            0.00000000       12220.96808582         -669.18866352        11551.77942231 
  2.0380e-12           40.98958047      1953711.78992849       12223.91598073         -675.08749621        11548.82848452 
  2.0400e-12           40.99930053            0.00000000       12226.81469624         -680.88801408        11545.92668216 
  2.0420e-12           41.00876456            0.00000000       12229.63706165         -686.53579446        11543.10126718 
  2.0440e-12           41.01788332      1937123.05627883       12232.35645956         -691.97752914        11540.37893042 
  2.0460e-12           41.02659396            0.00000000       12234.95414457         -697.17566713        11537.77847743 
  2.0480e-12           41.03479270            0.00000000       12237.39917468         -702.06827897        11535.33089571 
  2.0500e-12           41.04240504      5869446.23653355       12239.66932867         -706.61089324        11533.05843543 
  2.0520e-12           41.04936465            0.00000000       12241.74482295         -710.76392854        11530.98089441 
  2.0540e-12           41.05561074            0.00000000       12243.60753308         -714.49113360        11529.11639948 
  2.0560e-12           41.06109142            0.00000000       12245.24198190         -717.76155970        11527.48042221 
  2.0580e-12           41.06576263            0.00000000       12246.63502949         -720.54893637        11526.08609312 
  2.0600e-12           41.06958803            0.00000000       12247.77584172         -722.83160432        11524.94423741 
  2.0620e-12           41.07253893      5822974.81980980       12248.65585773         -724.59244641        11524.06341132 
  2.0640e-12           41.07459440            0.00000000       12249.26884079         -725.81898622        11523.44985456 
  2.0660e-12           41.07574090            0.00000000       12249.61074971         -726.50312841        11523.10762130 
  2.0680e-12           41.07597318            0.00000000       12249.68001964         -726.64171871        11523.03830094 
  2.0700e-12           41.07529472            0.00000000       12249.47769096         -726.23680129        11523.24088967 
  2.0720e-12           41.07371865            0.00000000       12249.00767386         -725.29614887        11523.71152500 
  2.0740e-12           41.07126882      1819011.38254544       12248.27708490         -723.83393773        11524.44314717 
  2.0760e-12           41.06798290            0.00000000       12247.29715819         -721.87257401        11525.42458419 
  2.0780e-12           41.06390855      8942222.46048146       12246.08210702         -719.44042206        11526.64168496 
  2.0800e-12           41.05918954            0.00000000       12244.67480322         -716.62323268        11528.05157054 
  2.0820e-12           41.05383168            0.00000000       12243.07698252         -713.42436631        11529.65261621 
  2.0840e-12           41.04793076      5765073.15930296       12241.31720901         -709.90093588        11531.41627312 
  2.0860e-12           41.04160016            0.00000000       12239.42929474         -706.12058387        11533.30871087 
  2.0880e-12           41.03496809            0.00000000       12237.45148099         -702.15985341        11535.29162759 
  2.0900e-12           41.02817777            0.00000000       12235.42646990         -698.10425820        11537.32221170 
  2.0920e-12           41.02138363      7547288.93516804       12233.40032015         -694.04607672        11539.35424342 
  2.0940e-12           41.01475082            0.00000000       12231.42228500         -690.08402619        11541.33825880 
  2.0960e-12           41.00843841      4349777.60992293       12229.53979540         -686.31322047        11543.22657493 
  2.0980e-12           41.00261015            0.00000000       12227.80169135         -682.83161782        11544.97007353 
  2.1000e-12           40.99740543            0.00000000       12226.24954053         -679.72263801        11546.52690253 
  2.1020e-12           40.99295050            0.00000000       12224.92099124         -677.06184287        11547.85914837 
  2.1040e-12           40.98934562            0.00000000       12223.84594275         -674.90925132        11548.93669143 
  2.1060e-12           40.98665957            0.00000000       12223.04490773         -673.30604067        11549.73886706 
  2.1080e-12           40.98492589            0.00000000       12222.52788986         -672.27228470        11550.25560517 
  2.1100e-12           40.98414127            0.00000000       12222.29390076         -671.80597952        11550.48792123 
  2.1120e-12           40.98426625            0.00000000       12222.33117313         -671.88347280        11550.44770033 
  2.1140e-12           40.98522821      4304689.83433870       12222.61804939         -672.46125415        11550.15679524 
  2.1160e-12           40.98692889            0.00000000       12223.12522646         -673.48046610        11549.64476036 
  2.1180e-12           40.98924287            0.00000000       12223.81530210         -674.86602312        11548.94927898 
  2.1200e-12           40.99203264            0.00000000       12224.64726678         -676.53562119        11548.11164559 
  2.1220e-12           40.99515321      3797889.89575255       12225.57788361         -678.40252047        11547.17536314 
  2.1240e-12           40.99847882      1877196.66572369       12226.56964789         -680.39148042        11546.17816747 
  2.1260e-12           41.00184916            0.00000000       12227.57475001         -682.40669550        11545.16805451 
  2.1280e-12           41.00513450      7436954.31841684       12228.55450483         -684.37065399        11544.18385085 
  2.1300e-12           41.00822161            0.00000000       12229.47514204         -686.21571396        11543.25942808 
  2.1320e-12           41.01101040            0.00000000       12230.30681496         -687.88211154        11542.42470342 
  2.1340e-12           41.01342214            0.00000000       12231.02604492         -689.32283833        11541.70320660 
  2.1360e-12           41.01539898            0.00000000       12231.61557902         -690.50334603        11541.11223299 
  2.1380e-12           41.01690520            0.00000000       12232.06476304         -691.40228428        11540.66247876 
  2.1400e-12           41.01792832            0.00000000       12232.36987858         -692.01217180        11540.35770678 
  2.1420e-12           41.01848021            0.00000000       12232.53446214         -692.34003812        11540.19442402 
  2.1440e-12           41.01859795            0.00000000       12232.56957645         -692.40797755        11540.16159890 
  2.1460e-12           41.01834436            0.00000000       12232.49394991         -692.25344701        11540.24050290 
  2.1480e-12           41.01780750      5497854.73326282       12232.33384802         -691.92903352        11540.40481451 
  2.1500e-12           41.01710203            0.00000000       12232.12346242         -691.50325776        11540.62020466 
  2.1520e-12           41.01635566            0.00000000       12231.90087815         -691.05252913        11540.84834901 
  2.1540e-12           41.01571213            0.00000000       12231.70896599         -690.66293573        11541.04603026 
  2.1560e-12           41.01531908            0.00000000       12231.59175131         -690.42296587        11541.16878543 
  2.1580e-12           41.01531684            0.00000000       12231.59108213         -690.41680217        11541.17427996 
  2.1600e-12           41.01582619            0.00000000       12231.74298057         -690.71695964        11541.02602093 
  2.1620e-12           41.01693667            0.00000000       12232.07414899         -691.37722244        11540.69692655 
  2.1640e-12           41.01869720            0.00000000       12232.59917276         -692.42698087        11540.17219189 
  2.1660e-12           41.02111063            0.00000000       12233.31890597         -693.86796026        11539.45094571 
  2.1680e-12           41.02413334            0.00000000       12234.22034120         -695.67395632        11538.54638488 
  2.1700e-12           41.02767989            0.00000000       12235.27799120         -697.79363471        11537.48435649 
  2.1720e-12           41.03163179            0.00000000       12236.45652787         -700.15587474        11536.30065312 
  2.1740e-12           41.03584909      6272159.35743239       12237.71421077         -702.67670435        11535.03750642 
  2.1760e-12           41.04018280            0.00000000       12239.00661007         -705.26681678        11533.73979329 
  2.1780e-12           41.04448564            0.00000000       12240.28980416         -707.83801630        11532.45178786 
  2.1800e-12           41.04862180            0.00000000       12241.52328937         -710.30906214        11531.21422723 
  2.1820e-12           41.05247301      5493155.02760522       12242.67179851         -712.60930583        11530.06249268 
  2.1840e-12           41.05594339            0.00000000       12243.70673683         -714.68154644        11529.02519039 
  2.1860e-12           41.05895605            0.00000000       12244.60517212         -716.47998495        11528.12518717 
  2.1880e-12           41.06145619      3131817.72956614       12245.35076189         -717.97205078        11527.37871112 
  2.1900e-12           41.06340922            0.00000000       12245.93319522         -719.13726061        11526.79593461 
  2.1920e-12           41.06479192      5661192.70485072       12246.34554463         -719.96190222        11526.38364241 
  2.1940e-12           41.06562459            0.00000000       12246.59386374         -720.45821553        11526.13564820 
  2.1960e-12           41.06587626      1528318.58521611       12246.66891622         -720.60784212        11526.06107409 
  2.1980e-12           41.06555440            0.00000000       12246.57293192         -720.41533160        11526.15760031 
